الصفحة,العنوان,الكاتب,الردود,المشاهدات,آخر_مشاركة,الرابط
40,خطاب الشيخ محمد البشير الإبراهيمي للشعب الجزائري بما حلّ به من مصيبة,أَحمــد,4,841,2020-04-1713:09سليم المبتسم,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239222
40,خلق الوفاء للأصدقاء,سعد606,1,373,2020-04-1713:07سليم المبتسم,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2241349
40,〣ܨهيآ بنآܨ〣.,بـــيِسَة,5,511,2020-04-1712:56سليم المبتسم,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2241280
40,اننت لست متأخرا .. أنت في توقيتك المناسب !!,سليم المبتسم,1,567,2020-04-1621:37بسمة ღ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2241473
40,العالم ما بعد كوفيد 19 !!!,سليم المبتسم,1,545,2020-04-1500:54صَمْـتْــــ~,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2241238
40,ان كان العلم نور ..اذن  ..اين الخلل؟؟؟📕📖,غصن البآن,13,"1,592",2020-04-1318:19TakouaQueen,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240459
40,ܓܨ/ ليْتهــا لا تُمطِــر../ فكِرة وعبِرة: 02 / ܓܨ,صَمْـتْــــ~,13,"1,054",2020-04-1316:16صَمْـتْــــ~,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238699
40,ܓܨ/ العَظَمةُ للهِ وحْدَه../ فكِرة وعبِرة: 03 / ܓܨ,صَمْـتْــــ~,9,"1,010",2020-04-1314:37صَمْـتْــــ~,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239821
40,إحذروا ! أكثر من يموت من أمّة محمد بسبب هذا,محمد محمد.,6,686,2020-04-1312:43محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240538
40,شد دارك 01,سعد606,1,388,2020-04-1311:08صـالـح,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240998
40,شد دارك 02,سعد606,0,313,2020-04-1311:00سعد606,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240999
40,حكمة اعجبتني :,سليم المبتسم,9,690,2020-04-1222:37سليم المبتسم,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240856
40,≔ لمآذا حل بنآ الوبآء ؟ ≔,بـــيِسَة,3,463,2020-04-1218:28Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240858
40,الكـــلام المـؤذي,⌈الأشتر⌉,10,830,2020-04-1213:30Elwawy,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240463
40,&& صناعة وعي &&,ثلجَة,15,872,2020-04-1118:18ثلجَة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239408
40,كلام يزن بميزان الذهب,زهرة المسيلة,4,347,2020-04-1115:20زهرة المسيلة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240527
40,الجزائر وتحديات الجائحة,سليم المبتسم,2,374,2020-04-1111:37سليم المبتسم,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240400
40,من كان يصدق؟,محمد علي 12,2,379,2020-04-1110:24رَمَادِيَاتْ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240344
40,كنقص القادرين على التمام !,عزيف,17,"1,614",2020-04-1101:20أمير جزائري حر,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2192125
40,تعمير كوكب الجلفة,ملاك21,5,446,2020-04-1022:04ملاك21,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240556
40,❀ ❀ لا تستغرب هكذا هم البشر ❀ ❀,Zkhrab,1,408,2020-04-1016:27رَمَادِيَاتْ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240486
40,وسط ظلام كورونا.. القمر العملاق ينير العالم,digo,0,338,2020-04-1010:44digo,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240507
41,طبيب اسباني، يصف الإصابة بكورونا :,محمد علي 12,3,394,2020-04-1010:29رزان.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240379
41,كيف تحول الامنية الى هدف,زهرة المسيلة,1,285,2020-04-0919:41Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240365
41,يمكنك التعرف على تأثير شخصيتك وجاذبيتك على الناس من خلال اختبار نفسي بسيط من خمس أسئلة,Zkhrab,5,518,2020-04-0919:37Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240189
41,احذر المقارنة الظالمة,Zkhrab,6,401,2020-04-0919:00Zkhrab,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240367
41,☆ ضَـجيج  داخلي ☆,بسمة ღ,8,503,2020-04-0917:48TakouaQueen,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239565
41,الخطاب وبدائل التسويق السياسي,سعد606,1,309,2020-04-0913:00زهرة المسيلة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240350
41,أي بني,سعد606,2,310,2020-04-0912:59زهرة المسيلة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240349
41,لَا يَكُنْ حُبُّكَ كَلَفًا، وَلَا بُغْضُكَ تَلَفًا,صـالـح,2,377,2020-04-0823:01صـالـح,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240284
41,سر ارتياحنا لبعض الاشخاص,زهرة المسيلة,3,371,2020-04-0822:13غصن البآن,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2240282
41,بعد الزواج تغيب شمس الحب,سعد606,9,633,2020-04-0817:18محمد محمد.,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239871
41,عليك ان تقتل هؤلاء لتعيش سعيدا,زهرة المسيلة,7,421,2020-04-0813:43زهرة المسيلة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239651
41,بعد شعار يتنحاو قاع اطالب بشعار #نتنحاو_قاع,محمد علي 12,4,381,2020-04-0723:59abdechakour,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239556
41,الدليل الوقائي الرسمي للتجربة الصينية في مكافحة كورونا,sidahmed187ciacia,1,301,2020-04-0723:57abdechakour,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239642
41,"""توصيات مهمة من علماء النفس"" .......عاجل .  ادخل ادخل .",محمد علي 12,3,393,2020-04-0722:49وَقعُ الحــــرف,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239633
41,زينة الرجال...عرة الرجال,سعد606,4,492,2020-04-0701:00Elwawy,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239872
41,لا تتعجل في محاسبة الناس,Zkhrab,3,905,2020-04-0622:25وَقعُ الحــــرف,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239870
41,حكمة الدنيا,Ali Harmal,0,300,2020-04-0619:14Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239882
41,لنكن فاعلين:(أين أثر تخصصك؟!),إشراقة جزائرية,13,"1,062",2020-04-0615:12أمير جزائري حر,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239746
41,تقديس المتزوج وترخيس الأعزب,zahra1999,9,921,2020-04-0600:02⌈الأشتر⌉,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2223544
41,لماذا نتمنى الموت حين نحزن؟,زهرة المسيلة,1,389,2020-04-0511:26آمال الفراشة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239691
41,عمر بن الخطاب رضي الله عنة وحبه لزوجته,Ali Harmal,4,693,2020-04-0419:55Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238007
41,بدون زعل,Ali Harmal,2,462,2020-04-0419:54Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237424
41,فلسفة نملة,Ali Harmal,4,506,2020-04-0419:50Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238314
41,*** هكذا هي الدنيا علينا أن نحياها ***,عمي صالح,51,"4,700",2020-04-0419:43متفائل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2082859
41,انا لله وانا اليه راجعون،,محمد علي 12,1,356,2020-04-0319:39bahi65b,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239155
41,أتعرفون من هي الملكة ؟,Ali Harmal,5,532,2020-04-0318:57Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239358
41,قلبي يخفق...متى بكيت,Ali Harmal,5,534,2020-04-0318:54Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237054
41,【!!】تأدّب في البــلاء..【!!】,صَمْـتْــــ~,15,"1,546",2020-04-0316:42صَمْـتْــــ~,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2235283
41,تأملات بعد آلآم,تريكي المكي,1,317,2020-04-0315:27صَمْـتْــــ~,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239527
41,إغسل يديك قبل أن .........,Elwawy,5,505,2020-04-0315:17آمال الفراشة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237723
42,كمية....فزياء,سعد606,1,375,2020-04-0223:39⌈الأشتر⌉,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239420
42,‹(`· كورونا… من رحمة الله وإن كرهنا ·`)›,بٰٰاولو,4,390,2020-04-0210:00❣سڪڕ❣,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239352
42,هل انت راضي بما كتبه الله لك ...,بـــيِسَة,74,"5,824",2020-04-0117:52بـــيِسَة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2157976
42,☆☆ كذبة افريل اهي  _كذبة_ام _حقيقة_☆☆.,بـــيِسَة,18,"1,088",2020-04-0117:50بـــيِسَة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2189667
42,كيف تجعل من حلمك واقعا تعيشه,زهرة المسيلة,2,306,2020-04-0117:29ZĂH ŘĂ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239055
42,رسالة من طبيب بمستشفى البليدة,محمد علي 12,6,423,2020-04-0115:19بسمة ღ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239307
42,【من رحِمِ الواقِع: فِكرة وعبرة 01】,صَمْـتْــــ~,17,"1,147",2020-03-3121:45قنون المربي والأستاذ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238093
42,الحلقة المفقودة,قنون المربي والأستاذ,5,414,2020-03-3117:26قنون المربي والأستاذ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239112
42,حقيقة مرة:,سعد606,0,284,2020-03-3117:04سعد606,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239186
42,ما صحة تسجيل العائلات من طرف لجان أحياءفي إطار المساعدة؟,ahmedahmedi,4,326,2020-03-3023:33ahmedahmedi,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239120
42,وداعا مارس,مارس,3,340,2020-03-3018:54زهرة المسيلة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2239083
42,ـ¨أيُّ مِنْهُمَا تخْتَــــــارُ !\ـ¨العآلم ألسآبع !\ـ¨,بـــيِسَة,11,528,2020-03-3018:52أمير جزائري حر,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238801
42,هل فكرت يوماً,زهرة المسيلة,3,318,2020-03-3013:56زهرة المسيلة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238796
42,عودة البنايات الفوضوية بولاية جيجل,نوناس,1,381,2020-03-3010:02HAKO62,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238905
42,همسة في أذن مدير,سعد606,1,372,2020-03-2921:15⌈الأشتر⌉,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238810
42,لا تغسل يديك فالأمر لايفيد,أحلام سرمدية,4,406,2020-03-2920:33Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238443
42,حجم الانكسار والتردي,سعد606,0,242,2020-03-2917:27سعد606,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238809
42,كلمات معبرة,زهرة المسيلة,4,369,2020-03-2914:14زهرة المسيلة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238633
42,اقلب الصفحة,زهرة المسيلة,4,658,2020-03-2820:25Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238490
42,قهوتي الصباحية أنتم : أترك رسالة صباحية كل يوم  -موضوع متجدد -,أحلام سرمدية,12,814,2020-03-2723:23أحلام سرمدية,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2066936
42,فمن منا بلا عيب؟ هذا موضوع رد لكل من  لا يحترم مشاعر ناقل المواضيع,حفياد آدم,6,869,2020-03-2716:20حفياد آدم,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2127628
42,الشعب هو لي مش مسقم,*آمنة*,15,"1,063",2020-03-2713:14تريكي المكي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237664
42,احدب توتر دام,bmlsy,3,463,2020-03-2711:53Elwawy,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238219
42,كتاب يحدث ضجة,مجلات علمية,5,485,2020-03-2700:56أحلام سرمدية,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238184
42,الإنتحار الإفتراضي.,Elwawy,3,665,2020-03-2522:27زهراء الأمل,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2234246
42,مفاتيح الفرج العشرة,زهرة المسيلة,4,379,2020-03-2519:51زهرة المسيلة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238286
42,【°°°بعد الكورونآ ≔ هآنتآ °°°】.,بـــيِسَة,1,348,2020-03-2519:47Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238251
42,ب/ خ وباء كورونا عفانا الله وإياكم منه,تريكي المكي,0,310,2020-03-2516:06تريكي المكي,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238280
42,شتيمة راقية,houssam_ddine,0,348,2020-03-2514:38houssam_ddine,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238276
42,بعيدا عن كورونا,أثر,22,"1,085",2020-03-2417:21أثر,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238010
43,الفشل.,قرميط مجيد,20,767,2020-03-2411:57قرميط مجيد,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237803
43,شخص يقتل عائلته متعمداً,السجنجل,7,490,2020-03-2322:41Heroooo,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237876
43,# أبقوآ في بيوتكمـ !!# حملة 2,بـــيِسَة,4,435,2020-03-2321:58قنون المربي والأستاذ,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238072
43,كيف تستغل الحجر الصحي,السجنجل,1,366,2020-03-2321:11صَمْـتْــــ~,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2238044
43,ما ذنب الشجرة,Ali Harmal,12,595,2020-03-2220:34Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237316
43,ألشعوب,Ali Harmal,2,384,2020-03-2018:53Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237546
43,رحلتي  القصيرة,Ali Harmal,3,461,2020-03-2018:38Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237055
43,الحكم على الشيء فرع عن تصوره,صـالـح,8,621,2020-03-1822:35صـالـح,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237252
43,المُتنفس,أحلام سرمدية,11,567,2020-03-1822:02أحلام سرمدية,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237413
43,أيقظت أمي رحمها الله تعالى,Ali Harmal,0,351,2020-03-1819:06Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237537
43,قاعدة في الطاعون ..  وأجر المطعون,صـالـح,10,500,2020-03-1719:59صـالـح,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237422
43,تآج ألعآلمـ كمآ نسميه corona فيروس .,بـــيِسَة,0,377,2020-03-1618:27بـــيِسَة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237315
43,الحب في زمن كورونا,Elwawy,3,442,2020-03-1618:18بـــيِسَة,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237256
43,أقول اخواني,Ali Harmal,18,816,2020-03-1519:59Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2236430
43,طريقة ممتاذة لمن يريد الاقلاع عن التدخين السجائر والمعسل,محمد.114,1,400,2020-03-1519:29Ali Harmal,https://www.djelfa.info/vb/showthread.php?s=575e00653a92ed354d40ed42f51aa9e6&t=2237130
